forum_uid,Opinion(1/0),Question(1/0),Answer(1/0),Sentiment(1-7),Urgency(1-7),CourseType,course_display_name,post_type,up_count,reads,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,confusion
10067,0,0,1,4.5,1,Medicine,MedStats,Comment,0,43,15,93.26,97.69,1,99,7.5,13.33,86.67,53.33,6.67,6.67,0,0,6.67,0,0,0,13.33,13.33,13.33,6.67,0,0,26.67,0,0,0,0,0,13.33,13.33,0,0,0,0,13.33,0,0,0,0,6.67,0,0,0,0,6.67,0,6.67,6.67,0,0,0,0,0,0,0,6.67,6.67,0,0,0,0,0,20,0,6.67,0,6.67,0,0,6.67,0,0,0,0,6.67,0,0,6.67,0,0,26.67,6.67,13.33,0,0,0,6.67,0,0,0,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,38,45,75.9,96.21,10.08,67.75,45,13.33,82.22,53.33,13.33,11.11,0,0,11.11,0,0,2.22,8.89,13.33,8.89,2.22,6.67,2.22,8.89,2.22,2.22,0,0,0,2.22,2.22,0,0,0,0,13.33,0,0,0,0,11.11,2.22,0,2.22,4.44,2.22,4.44,0,0,0,0,0,0,0,0,0,11.11,2.22,8.89,0,2.22,0,0,8.89,2.22,8.89,0,4.44,4.44,15.56,0,0,2.22,0,0,0,0,0,0,0,0,6.67,2.22,0,0,2.22,0,2.22,0,0,0,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,106,36,54.29,91.75,1.79,99,18,11.11,88.89,52.78,16.67,8.33,2.78,0,5.56,0,0,8.33,5.56,13.89,8.33,5.56,8.33,0,22.22,0,0,5.56,0,0,8.33,8.33,0,0,0,0,13.89,0,0,0,0,19.44,8.33,2.78,8.33,5.56,0,2.78,2.78,0,0,2.78,2.78,0,0,0,2.78,5.56,5.56,0,0,0,0,0,16.67,5.56,2.78,2.78,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,22.22,13.89,2.78,2.78,0,0,2.78,0,0,0,0,0,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,201,34,34.65,88.03,28.81,79.41,17,23.53,82.35,50,17.65,11.76,2.94,0,8.82,0,0,5.88,2.94,8.82,11.76,0,5.88,2.94,20.59,2.94,0,0,5.88,2.94,2.94,2.94,0,0,0,0,11.76,0,0,0,0,14.71,0,5.88,0,2.94,2.94,2.94,2.94,2.94,0,0,0,0,0,0,0,8.82,2.94,2.94,2.94,0,0,2.94,11.76,2.94,11.76,5.88,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,14.71,2.94,5.88,0,0,0,2.94,2.94,0,0,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,38,20,98.58,84.14,43.37,25.77,10,25,75,50,10,10,0,0,10,0,0,0,10,20,5,0,0,5,10,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,10,0,5,0,0,15,0,10,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,15,10,0,0,0,0,0,5,0,0,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,93,9,93.26,50,98.01,25.77,9,0,88.89,44.44,0,0,0,0,0,0,0,0,11.11,11.11,22.22,0,0,0,33.33,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,11.11,33.33,0,0,33.33,11.11,0,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,11.11,0,0,0,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,61,38,64.39,70.08,19.27,25.77,12.67,10.53,63.16,31.58,5.26,5.26,0,0,5.26,0,0,0,2.63,5.26,10.53,2.63,2.63,2.63,18.42,5.26,5.26,0,13.16,0,10.53,5.26,5.26,0,0,5.26,7.89,0,0,0,0,10.53,0,2.63,0,2.63,2.63,5.26,0,0,0,0,0,0,0,0,0,10.53,2.63,2.63,7.89,2.63,0,0,13.16,2.63,10.53,2.63,2.63,5.26,7.89,0,0,0,0,0,0,0,0,0,0,0,36.84,7.89,5.26,0,0,0,0,0,0,0,7.89,15.79,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,51,27,89.09,96.78,1,99,13.5,11.11,48.15,25.93,3.7,3.7,0,0,3.7,0,0,0,3.7,7.41,11.11,0,0,0,18.52,3.7,3.7,0,44.44,0,14.81,14.81,0,0,0,0,14.81,0,3.7,0,0,7.41,0,0,3.7,0,3.7,0,0,0,0,0,3.7,0,0,0,3.7,11.11,7.41,3.7,3.7,3.7,0,0,11.11,0,3.7,0,3.7,0,0,3.7,0,0,0,0,0,0,0,0,0,0,74.07,0,11.11,3.7,0,0,3.7,3.7,0,0,18.52,33.33,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,86,95,46.7,95.37,1,82.36,23.75,8.42,77.89,46.32,14.74,8.42,1.05,0,7.37,0,0,6.32,4.21,9.47,11.58,3.16,6.32,0,18.95,7.37,3.16,0,8.42,2.11,3.16,3.16,0,0,0,0,14.74,0,0,0,0,14.74,3.16,0,8.42,5.26,1.05,4.21,4.21,2.11,2.11,2.11,0,0,0,0,0,4.21,3.16,1.05,3.16,1.05,0,5.26,11.58,0,3.16,0,3.16,0,2.11,0,0,2.11,0,0,1.05,0,0,1.05,0,0,29.47,9.47,4.21,1.05,0,0,2.11,1.05,2.11,1.05,0,8.42,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,90,23,47.75,19.23,2.02,25.77,11.5,13.04,86.96,56.52,4.35,4.35,4.35,0,0,0,0,0,13.04,4.35,8.7,17.39,8.7,0,21.74,4.35,4.35,0,0,0,8.7,4.35,4.35,0,0,0,4.35,0,0,0,0,13.04,0,0,8.7,4.35,0,8.7,13.04,13.04,0,0,0,0,0,0,0,17.39,4.35,4.35,4.35,8.7,4.35,0,21.74,4.35,4.35,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,21.74,4.35,13.04,0,0,4.35,0,0,0,0,0,0,1
10067,0,1,1,4,1,Medicine,MedStats,Comment,0,138,49,51.55,99,59.54,1,9.8,16.33,89.8,55.1,18.37,14.29,2.04,2.04,10.2,0,0,4.08,8.16,10.2,10.2,6.12,4.08,0,28.57,2.04,0,6.12,0,0,4.08,0,4.08,0,0,0,16.33,0,0,0,0,20.41,10.2,8.16,4.08,4.08,0,0,2.04,2.04,0,0,0,0,0,0,0,20.41,4.08,10.2,0,2.04,4.08,4.08,14.29,2.04,14.29,4.08,10.2,0,0,0,0,0,0,0,0,0,0,0,0,0,18.37,6.12,6.12,0,0,2.04,2.04,0,0,2.04,0,0,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,83,27,83.33,93.07,1,99,27,18.52,48.15,22.22,3.7,3.7,0,0,3.7,0,0,0,3.7,3.7,11.11,0,0,0,11.11,0,0,0,37.04,0,7.41,7.41,0,0,0,0,11.11,0,3.7,0,0,11.11,0,0,7.41,0,3.7,0,3.7,0,3.7,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,7.41,3.7,3.7,0,3.7,0,0,3.7,0,3.7,0,0,0,0,0,0,0,0,74.07,3.7,18.52,3.7,0,0,0,7.41,0,0,7.41,33.33,0
10067,0,0,1,4.5,1,Medicine,MedStats,Comment,0,90,5,52.71,99,99,99,5,20,100,60,40,20,0,0,20,0,0,20,0,20,0,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0,1
10067,0,1,1,4,1,Medicine,MedStats,Comment,2,50,54,75.9,82.28,9.03,1,13.5,16.67,83.33,55.56,11.11,7.41,5.56,0,1.85,0,0,3.7,9.26,16.67,12.96,9.26,3.7,0,20.37,5.56,1.85,0,1.85,0,7.41,0,7.41,0,0,3.7,12.96,0,0,0,0,7.41,0,1.85,3.7,1.85,0,0,5.56,1.85,3.7,0,0,0,0,0,0,7.41,3.7,0,1.85,0,3.7,3.7,11.11,1.85,11.11,0,3.7,5.56,0,0,0,0,0,0,0,0,0,0,0,0,12.96,5.56,3.7,0,0,3.7,0,0,0,0,0,0,0
10067,0,1,1,4,1,Medicine,MedStats,Comment,0,246,31,95.77,83.34,2.96,1.23,15.5,19.35,67.74,29.03,6.45,3.23,0,0,3.23,0,0,3.23,6.45,9.68,6.45,0,0,0,9.68,6.45,0,0,3.23,3.23,3.23,0,3.23,0,0,3.23,6.45,0,0,0,0,9.68,3.23,0,3.23,3.23,0,0,3.23,3.23,0,0,0,0,0,0,0,9.68,3.23,3.23,3.23,0,0,6.45,6.45,0,9.68,0,9.68,0,6.45,0,0,0,0,0,3.23,0,3.23,0,0,0,41.94,12.9,3.23,0,0,6.45,0,9.68,0,0,0,9.68,0
10067,0,0,1,4.5,1,Medicine,MedStats,Comment,0,210,48,56.25,96.95,3.9,65.25,9.6,18.75,83.33,41.67,6.25,0,0,0,0,0,0,6.25,4.17,8.33,8.33,6.25,10.42,0,18.75,4.17,2.08,0,8.33,6.25,2.08,2.08,0,0,0,0,20.83,0,2.08,0,0,18.75,4.17,0,0,14.58,2.08,2.08,2.08,2.08,0,0,0,0,0,0,0,8.33,4.17,4.17,0,0,0,4.17,12.5,2.08,4.17,0,2.08,2.08,2.08,0,2.08,0,0,0,0,0,0,0,0,0,37.5,4.17,4.17,0,0,0,4.17,0,12.5,0,0,12.5,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,162,81,95.26,91.27,49.92,88.52,16.2,18.52,86.42,49.38,12.35,6.17,0,1.23,2.47,0,2.47,6.17,11.11,14.81,9.88,0,0,1.23,17.28,6.17,4.94,0,3.7,1.23,3.7,3.7,0,0,0,0,13.58,0,2.47,0,0,13.58,6.17,2.47,1.23,3.7,2.47,2.47,1.23,1.23,0,1.23,0,0,0,0,0,12.35,3.7,2.47,7.41,1.23,0,2.47,12.35,0,13.58,1.23,3.7,6.17,3.7,0,0,0,0,0,0,0,0,0,0,0,9.88,3.7,4.94,0,0,0,1.23,0,0,0,0,0,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,246,98,83.81,96.66,27.14,25.77,16.33,8.16,80.61,51.02,14.29,10.2,0,0,10.2,0,0,4.08,10.2,12.24,10.2,1.02,3.06,1.02,21.43,2.04,2.04,1.02,5.1,1.02,4.08,2.04,2.04,0,0,2.04,13.27,0,0,0,0,9.18,1.02,1.02,4.08,5.1,1.02,4.08,4.08,2.04,2.04,0,0,0,0,0,0,9.18,2.04,2.04,3.06,2.04,0,3.06,13.27,5.1,16.33,2.04,8.16,5.1,6.12,0,0,0,0,0,0,0,0,0,0,0,18.37,7.14,5.1,0,0,0,1.02,0,0,0,4.08,1.02,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,68,86,40.21,93.45,27.67,10.92,28.67,13.95,82.56,48.84,15.12,9.3,1.16,0,8.14,0,0,5.81,4.65,8.14,12.79,4.65,4.65,0,23.26,3.49,1.16,0,8.14,3.49,5.81,2.33,3.49,0,0,3.49,11.63,0,0,0,0,12.79,3.49,1.16,2.33,4.65,3.49,3.49,1.16,0,1.16,0,0,0,0,0,0,5.81,2.33,0,2.33,1.16,0,4.65,11.63,1.16,11.63,1.16,5.81,4.65,6.98,0,1.16,0,0,0,1.16,0,0,0,1.16,0,16.28,4.65,5.81,0,0,0,1.16,2.33,0,0,2.33,0,1
10067,0,0,1,4,3,Medicine,MedStats,Comment,1,136,44,87.93,41.03,1,94.75,3.67,4.55,38.64,22.73,2.27,2.27,0,0,0,0,2.27,0,4.55,4.55,4.55,2.27,4.55,0,6.82,6.82,9.09,0,40.91,0,4.55,4.55,0,0,0,0,2.27,0,0,0,0,4.55,0,0,0,2.27,0,4.55,2.27,2.27,0,0,0,0,0,0,0,4.55,0,2.27,2.27,4.55,0,0,6.82,0,0,0,0,0,0,0,0,0,0,0,4.55,0,4.55,0,0,0,93.18,0,0,0,0,2.27,38.64,6.82,0,0,13.64,31.82,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,53,15,84.62,50,82.75,99,15,13.33,86.67,46.67,20,13.33,13.33,0,0,0,0,6.67,0,20,6.67,0,0,0,26.67,6.67,6.67,0,0,0,26.67,26.67,0,0,0,0,13.33,0,0,0,0,6.67,0,0,0,0,6.67,0,6.67,0,6.67,0,0,0,0,0,0,13.33,6.67,6.67,6.67,6.67,0,0,13.33,6.67,13.33,6.67,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,20,6.67,6.67,0,0,0,6.67,0,0,0,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,53,20,8.69,99,43.37,99,20,20,90,55,25,10,0,5,5,0,0,15,0,10,10,10,5,0,20,5,0,5,5,0,15,15,0,0,0,0,20,0,0,0,0,10,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,10,5,0,0,5,0,0,20,0,15,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,20,5,10,0,0,0,5,0,0,0,0,0,1
10067,0,0,1,4.5,1,Medicine,MedStats,Comment,0,246,5,93.26,50,43.37,99,5,20,100,40,20,0,0,0,0,0,0,20,0,20,0,0,0,0,20,40,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,40,0,20,0,20,0,20,20,0,20,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,40,0,20,0,0,0,20,0,0,0,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,94,59,98.62,88.22,10.76,85.2,59,15.25,69.49,40.68,5.08,5.08,0,0,5.08,0,0,0,13.56,13.56,1.69,3.39,6.78,0,10.17,5.08,1.69,0,1.69,0,3.39,3.39,0,0,0,0,8.47,0,1.69,0,0,1.69,0,0,1.69,1.69,0,1.69,1.69,1.69,0,0,0,0,0,0,0,8.47,1.69,1.69,3.39,5.08,0,5.08,6.78,1.69,13.56,1.69,10.17,1.69,1.69,0,0,0,0,1.69,1.69,0,1.69,0,0,0,44.07,11.86,5.08,1.69,0,3.39,0,5.08,3.39,0,0,13.56,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,61,22,44.96,81.84,85.21,99,22,13.64,95.45,54.55,22.73,4.55,0,0,4.55,0,0,18.18,0,18.18,4.55,4.55,9.09,0,22.73,9.09,4.55,0,0,0,18.18,18.18,0,0,0,0,18.18,0,0,0,0,22.73,9.09,0,4.55,4.55,0,13.64,4.55,0,0,4.55,0,0,0,0,0,13.64,9.09,0,9.09,0,0,0,13.64,4.55,9.09,0,4.55,0,4.55,0,0,4.55,0,0,4.55,0,0,0,4.55,0,9.09,0,4.55,0,0,0,4.55,0,0,0,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,57,27,46.37,35.54,33.94,25.77,27,3.7,88.89,51.85,11.11,7.41,3.7,0,3.7,0,0,3.7,7.41,7.41,7.41,7.41,7.41,3.7,25.93,0,0,0,0,0,0,0,0,0,0,0,7.41,0,0,0,0,22.22,7.41,3.7,7.41,7.41,0,7.41,3.7,0,3.7,0,0,0,0,0,0,18.52,3.7,11.11,3.7,0,0,0,22.22,0,7.41,3.7,3.7,3.7,7.41,0,0,0,0,0,0,0,0,0,0,0,14.81,3.7,7.41,0,0,3.7,0,0,0,0,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,83,20,8.69,15.86,15.86,99,10,15,90,60,15,0,0,0,0,0,0,15,0,10,20,5,5,5,20,5,5,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,5,5,5,0,0,25,0,5,0,5,0,10,5,0,5,0,0,0,0,0,0,0,0,20,5,10,0,0,0,5,0,0,0,0,0,1
10067,0,1,1,4,3,Medicine,MedStats,Comment,3,95,418,83.74,76.35,37.81,78.39,19.9,15.79,78.71,52.15,11.48,6.22,0.72,0,5.26,0,0.24,5.26,11.96,12.44,8.13,4.31,5.98,1.67,16.27,5.74,2.87,4.31,4.07,1.67,3.83,3.35,0.48,0,0,0.48,7.18,0,0,0,0,13.4,2.87,2.15,0.72,5.26,1.67,2.87,1.2,0.96,0,0,0,0,0,0,0,7.89,0.96,2.87,2.39,2.39,0.24,1.67,14.83,0.48,13.4,0.96,9.57,2.87,0.72,0,0,0,0,0,0,0,0,0,0,0,25.12,6.46,1.91,0.24,0,3.35,1.2,0.72,0,0,8.13,3.11,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,61,8,99,89.42,1,99,4,12.5,75,37.5,0,0,0,0,0,0,0,0,0,25,12.5,0,0,0,50,0,0,0,0,0,25,25,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,12.5,0,0,0,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,55,7,68.29,50,89.63,99,3.5,14.29,100,57.14,28.57,14.29,14.29,0,0,0,0,14.29,0,28.57,14.29,0,0,0,57.14,0,0,0,0,0,28.57,28.57,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0,28.57,14.29,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,14.29,0,0,14.29,0,0,1
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,40,22,32.58,98.8,2.4,99,22,13.64,86.36,54.55,22.73,18.18,4.55,0,13.64,0,0,4.55,9.09,4.55,13.64,4.55,0,0,18.18,9.09,4.55,0,0,0,13.64,13.64,0,0,0,0,13.64,0,0,0,0,0,0,0,0,0,0,0,4.55,4.55,0,0,0,0,0,0,0,4.55,0,4.55,4.55,4.55,0,0,18.18,0,4.55,0,4.55,0,9.09,0,0,0,0,0,0,0,0,0,0,0,13.64,4.55,4.55,0,0,0,4.55,0,0,0,0,0,1
10067,0,1,1,4,1,Medicine,MedStats,Comment,0,141,61,14.01,79.38,72.51,25.77,8.71,11.48,86.89,57.38,22.95,11.48,4.92,0,6.56,0,0,11.48,3.28,8.2,16.39,3.28,3.28,1.64,29.51,1.64,3.28,3.28,4.92,3.28,3.28,1.64,1.64,1.64,0,0,13.11,0,0,0,0,18.03,6.56,1.64,0,4.92,3.28,4.92,3.28,1.64,1.64,0,0,0,0,0,0,1.64,1.64,0,0,0,0,3.28,21.31,1.64,8.2,1.64,4.92,1.64,1.64,0,0,0,0,0,0,0,0,0,0,0,34.43,14.75,6.56,0,0,3.28,3.28,0,0,0,3.28,3.28,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,45,18,86.43,71.09,4.97,98.27,18,11.11,66.67,44.44,11.11,5.56,0,0,5.56,0,0,5.56,5.56,16.67,5.56,11.11,0,0,5.56,5.56,5.56,0,0,0,5.56,5.56,0,0,0,0,5.56,0,0,0,0,11.11,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,5.56,0,5.56,5.56,5.56,0,0,11.11,0,5.56,0,5.56,0,5.56,0,0,0,0,0,5.56,0,5.56,0,0,0,33.33,0,22.22,0,0,0,0,0,0,0,0,11.11,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,1,63,70,56.76,80.42,3.37,78.19,17.5,10,85.71,50,15.71,10,4.29,0,4.29,0,1.43,5.71,5.71,10,10,1.43,5.71,1.43,17.14,2.86,1.43,1.43,8.57,4.29,8.57,5.71,2.86,1.43,0,1.43,11.43,0,1.43,0,0,14.29,0,1.43,2.86,5.71,2.86,1.43,4.29,2.86,1.43,0,0,0,0,0,0,11.43,1.43,4.29,4.29,4.29,0,1.43,11.43,0,7.14,0,2.86,4.29,1.43,1.43,0,0,0,0,0,0,0,0,0,0,18.57,10,1.43,0,0,0,2.86,1.43,0,0,2.86,0,1
10067,0,1,1,4,1,Medicine,MedStats,Comment,0,94,55,94.79,81.84,31.94,87.86,13.75,7.27,89.09,58.18,9.09,5.45,0,5.45,0,0,0,3.64,18.18,12.73,9.09,3.64,5.45,1.82,18.18,3.64,3.64,1.82,9.09,0,3.64,3.64,0,0,0,0,7.27,0,0,0,0,9.09,3.64,1.82,1.82,1.82,0,1.82,1.82,0,0,0,0,0,0,0,0,14.55,5.45,3.64,5.45,3.64,0,3.64,14.55,0,14.55,0,12.73,1.82,5.45,0,0,0,0,0,0,0,0,0,0,0,20,5.45,5.45,0,0,1.82,0,1.82,0,0,0,5.45,0
10067,1,0,1,4,1,Medicine,MedStats,Comment,0,109,5,52.71,97.69,1,99,5,40,40,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,20,0,20,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,60,0,0,0,0,0,20,0,0,0,0,40,1
10067,1,0,1,4.5,1,Medicine,MedStats,Comment,0,95,18,86.43,71.09,23.51,99,9,22.22,88.89,50,16.67,16.67,11.11,0,5.56,0,0,0,5.56,16.67,11.11,0,0,0,22.22,5.56,0,0,0,0,16.67,16.67,0,0,0,0,11.11,0,0,0,0,16.67,11.11,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,5.56,0,5.56,0,0,0,0,16.67,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.44,0,0,0,0,0,11.11,0,0,0,0,33.33,1
10067,0,1,1,4,1,Medicine,MedStats,Comment,0,55,61,16.79,56.52,14.89,83.88,8.71,8.2,73.77,49.18,14.75,3.28,1.64,0,1.64,0,0,11.48,4.92,4.92,16.39,6.56,6.56,0,22.95,1.64,1.64,6.56,6.56,4.92,3.28,3.28,0,0,0,0,4.92,0,0,0,0,22.95,8.2,3.28,1.64,3.28,6.56,3.28,0,0,0,0,0,0,0,0,0,3.28,3.28,0,0,0,0,1.64,19.67,0,3.28,0,1.64,1.64,0,0,0,0,0,0,0,0,0,0,0,0,18.03,0,1.64,1.64,0,9.84,1.64,0,0,1.64,0,1.64,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,94,66,99,72.77,16.48,7.96,33,7.58,81.82,53.03,9.09,4.55,1.52,0,3.03,0,0,4.55,19.7,16.67,3.03,3.03,3.03,1.52,10.61,4.55,1.52,1.52,1.52,0,4.55,1.52,3.03,0,0,1.52,7.58,0,0,0,0,3.03,0,0,0,1.52,0,1.52,4.55,3.03,1.52,0,0,0,0,0,0,12.12,1.52,1.52,6.06,3.03,3.03,6.06,6.06,0,12.12,0,12.12,0,1.52,0,0,0,0,0,0,0,0,0,0,0,22.73,4.55,4.55,0,0,0,1.52,0,6.06,0,0,6.06,0
10067,0,1,1,4,1,Medicine,MedStats,Comment,0,55,22,69.94,32.48,61.34,25.77,7.33,18.18,72.73,40.91,13.64,0,0,0,0,0,0,13.64,4.55,9.09,9.09,0,0,4.55,22.73,9.09,9.09,0,4.55,4.55,0,0,0,0,0,0,9.09,0,0,0,0,27.27,9.09,9.09,0,0,0,9.09,9.09,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,68.18,9.09,4.55,0,0,4.55,0,0,0,0,18.18,31.82,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,36,69,47.75,84.49,2.02,52.99,23,28.99,72.46,39.13,14.49,10.14,5.8,0,1.45,2.9,0,4.35,4.35,4.35,7.25,2.9,5.8,0,17.39,5.8,2.9,0,2.9,0,4.35,2.9,1.45,1.45,0,0,15.94,0,0,2.9,0,13.04,2.9,0,1.45,7.25,2.9,1.45,5.8,1.45,4.35,0,0,0,0,0,0,10.14,2.9,4.35,5.8,1.45,0,0,13.04,1.45,2.9,0,0,2.9,5.8,0,0,0,0,0,1.45,0,1.45,0,0,0,37.68,10.14,5.8,0,0,0,2.9,0,0,0,0,18.84,0
10067,0,0,1,4,1,Medicine,MedStats,Comment,0,154,27,93.26,93.07,15.12,88.52,9,7.41,77.78,44.44,3.7,3.7,0,0,3.7,0,0,0,11.11,11.11,14.81,3.7,0,0,14.81,11.11,7.41,0,0,3.7,3.7,3.7,0,0,0,0,11.11,0,3.7,0,0,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,7.41,7.41,14.81,0,3.7,11.11,3.7,0,0,0,0,0,0,0,0,0,0,0,18.52,7.41,3.7,0,0,0,3.7,3.7,0,0,0,0,1
10067,0,1,1,4,1,Medicine,MedStats,Comment,1,188,46,53.96,98.44,54.89,25.77,11.5,2.17,78.26,50,19.57,10.87,2.17,6.52,2.17,0,0,8.7,0,15.22,8.7,4.35,2.17,0,17.39,4.35,4.35,4.35,19.57,6.52,0,0,0,0,0,0,17.39,0,0,0,0,13.04,2.17,2.17,0,6.52,0,2.17,0,0,0,0,0,0,0,0,0,13.04,8.7,2.17,0,2.17,0,4.35,15.22,0,15.22,2.17,8.7,4.35,0,0,0,0,0,0,0,0,0,0,0,0,26.09,4.35,4.35,0,0,4.35,4.35,4.35,0,2.17,0,2.17,0
10067,0,1,1,4,3,Medicine,MedStats,Comment,0,188,40,11.86,97.69,1,99,8,12.5,77.5,45,17.5,10,0,0,10,0,0,7.5,2.5,2.5,17.5,2.5,5,0,20,7.5,5,5,12.5,5,10,10,0,0,0,0,12.5,0,2.5,0,0,12.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,5,2.5,2.5,2.5,2.5,0,7.5,15,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,27.5,2.5,7.5,0,0,5,2.5,5,0,0,5,0,0
10067,0,0,1,4.5,1,Medicine,MedStats,Comment,0,94,55,57.84,89.83,2.4,99,11,20,89.09,50.91,18.18,16.36,7.27,0,3.64,5.45,0,1.82,9.09,9.09,9.09,1.82,7.27,0,14.55,12.73,5.45,1.82,1.82,3.64,14.55,14.55,0,0,0,0,16.36,0,1.82,5.45,0,10.91,7.27,1.82,0,1.82,1.82,0,1.82,1.82,0,0,0,0,0,0,0,9.09,1.82,3.64,3.64,3.64,0,3.64,14.55,0,0,0,0,0,7.27,0,0,0,0,0,3.64,0,0,1.82,1.82,0,20,7.27,3.64,0,0,0,3.64,1.82,0,0,0,3.64,1
10067,0,1,1,4,1,Medicine,MedStats,Comment,0,121,66,28.77,88.71,31.94,25.77,16.5,12.12,74.24,56.06,15.15,7.58,0,1.52,6.06,0,0,7.58,3.03,12.12,10.61,6.06,12.12,0,21.21,0,1.52,3.03,13.64,1.52,0,0,0,0,0,0,10.61,0,0,0,0,16.67,0,6.06,1.52,6.06,0,6.06,3.03,3.03,0,0,0,0,0,0,0,7.58,3.03,1.52,1.52,1.52,0,3.03,18.18,0,13.64,0,10.61,3.03,0,0,0,0,0,0,0,0,0,0,0,0,25.76,6.06,6.06,0,0,3.03,1.52,0,0,0,3.03,6.06,0
